cell_type,cell_id,condition,sub_type,nCounts,mito_pct,umap1,umap2
B cells,p3t3:bcFHLC,tumor,tB,1665,9.96996996996997,-9.95887281364773,-1.24958375783092
B cells,p3t3:bcIFXQ,tumor,tB,1641,8.04387568555759,-10.6878977007327,-0.543398416949568
B cells,p3t1:bcFOTC,tumor,tB,2022,9.34718100890208,-10.4821586794314,-0.466202772570906
B cells,p3t2:bcACCK,tumor,tB,1305,9.50191570881226,-10.3466224855838,-0.712709940387068
B cells,p3t1:bcAXSZ,tumor,tB,2508,9.13078149920255,-10.1618461794314,-1.35717279405719
B cells,p3t2:bcHEJZ,tumor,tB,1490,9.93288590604027,-10.586336154407,-1.46728417964107
B cells,p6t1:bcHJVB,tumor,tB,1285,9.26070038910506,-10.5797023958621,-1.29031602234965
B cells,p3t2:bcHYYM,tumor,tB,1380,7.82608695652174,-10.1938762850222,-1.10022417397624
B cells,p1t1:bcDNHP,tumor,tB,1273,8.01256873527101,-2.68880464500759,8.38166495470876
B cells,p3t2:bcHRKB,tumor,tB,1386,7.72005772005772,-10.2332468218264,0.307844125317278
B cells,p1t1:bcIBEO,tumor,tB,1307,8.11017597551645,-10.4808921999392,-0.137775219394026
B cells,p7t2:bcFXWL,tumor,tB,1212,8.99339933993399,-10.4439468569217,0.238390409039202
B cells,p5t2:bcASSN,tumor,tB,1011,8.6053412462908,-10.8841171450076,-0.323454416705427
B cells,p3t3:bcABQF,tumor,tB,1358,8.46833578792342,-10.7187433428225,-0.0871442923081496
B cells,p3t1:bcDFLO,tumor,tB,1859,6.77783754706832,-10.1125335878787,-0.426088608218489
B cells,p3t2:bcAFLD,tumor,tB,1393,5.31227566403446,-10.6664209551272,-0.924305356456099
B cells,p3t2:bcAIFS,tumor,tB,1046,9.75143403441682,-10.533225078052,0.0511012902724168
B cells,p3t2:bcGWTG,tumor,tB,1104,9.23913043478261,-10.3550443834719,0.258722745464983
B cells,p3t1:bcEDAO,tumor,tB,1099,8.28025477707006,-10.0159597582278,-0.833244896842299
B cells,p3t1:bcHFCE,tumor,tB,1857,9.31610123855681,-10.6537752336917,-1.21253917307979
B cells,p3t3:bcCWXI,tumor,tB,2683,7.97614610510622,-9.95984079307888,-0.825127042247114
B cells,p6t1:bcHXAN,tumor,tB,1523,8.92974392646093,-10.5188484377322,-1.33805657119876
B cells,p3t3:bcFLJM,tumor,tB,3455,9.2040520984081,-10.2374220079837,-1.44082609505778
B cells,p2b1:bcGYJR,healthy,bB cells,3431,7.95686388807928,-10.2384481615481,0.615920030163469
B cells,p3t1:bcIHHX,tumor,tB,1843,6.45686380900705,-10.3950376696048,-0.848288274718581
B cells,p3t2:bcFGBK,tumor,tB,2068,8.84912959381045,-10.6648645586428,-1.25408772320872
B cells,p3t2:bcFRGN,tumor,tB,2001,6.94652673663168,-10.2867899126468,0.179968320416155
B cells,p5t1:bcGDAV,tumor,tB,1060,8.20754716981132,-9.87623598045681,-0.40219441743022
B cells,p3t2:bcHERJ,tumor,tB,2021,8.21375556655121,-10.1223287767825,-0.417123592807112
B cells,p3t2:bcFGKM,tumor,tB,1339,8.36445108289769,-10.5219659990725,-0.837395645095167
B cells,p3t1:bcIIOR,tumor,tB,1328,8.50903614457831,-10.3558693117556,-0.00856069417124772
B cells,p3t2:bcCDFJ,tumor,tB,1159,6.38481449525453,-10.2923469728884,-0.465537465525923
B cells,p1t3:bcIIAD,tumor,tB,2176,6.70955882352941,-10.1139593309817,-1.10969940514689
B cells,p3t2:bcEXQC,tumor,tB,1424,8.77808988764045,-10.2555980867801,-1.17349127621776
B cells,p2b1:bcEIKM,healthy,bB cells,1234,8.6709886547812,-10.209777850574,0.562079392956438
B cells,p4t2:bcFTZF,tumor,tB,1796,9.68819599109131,-10.4471159166751,0.31313487200612
B cells,p3t3:bcHKDD,tumor,tB,2590,9.65250965250965,-10.633871097034,0.150144182728472
B cells,p3t2:bcAKNI,tumor,tB,1096,8.02919708029197,-10.3038397020755,0.131968461559953
B cells,p3t2:bcFLFY,tumor,tB,1547,8.46800258564965,-10.1625385469851,0.115721665905657
B cells,p3t1:bcESLT,tumor,tB,1533,6.5883887801696,-10.642054576343,-0.93172345252162
B cells,p1t4:bcHMSS,tumor,tB,1988,9.80885311871227,-9.82128145164821,-0.986878670169173
B cells,p3t2:bcETVN,tumor,tB,1792,9.93303571428571,-9.93684102959011,-1.07431820721751
B cells,p6t1:bcFQOW,tumor,tB,1793,8.75627440044618,-9.72337057060573,-1.3243685135377
B cells,p1t1:bcFSIA,tumor,tB,1043,6.32790028763183,-10.2735748476443,-0.399056828929243
B cells,p3t1:bcCXAS,tumor,tB,1497,7.2812291249165,-10.6355514711795,-0.771761334849654
B cells,p3t3:bcHECP,tumor,tB,2501,9.99600159936026,-10.1597299761233,-1.44501916260844
B cells,p1t2:bcHXPH,tumor,tB,2303,5.86191923577942,-10.4274683184085,0.421203815029802
B cells,p5t2:bcIFSE,tumor,tB,1078,7.79220779220779,-10.649984378284,-1.44641945452815
B cells,p3t2:bcHGWW,tumor,tB,1384,8.88728323699422,-10.6502714342532,-1.5520758399499
B cells,p5t2:bcATQU,tumor,tB,1195,8.36820083682008,-10.3367500490603,-0.493544734431563
B cells,p3t1:bcALIC,tumor,tB,2087,8.86439865836129,-10.1866655535159,-0.841076410723982
B cells,p1t2:bcDOQX,tumor,tB,1336,7.48502994011976,-10.6783676332888,-1.22073797078258
B cells,p6t2:bcEOQT,tumor,tB,1419,8.10429880197322,-10.1975851244387,-1.54214084835177
B cells,p3t2:bcACSZ,tumor,tB,2120,5.66037735849057,-10.6893520540652,-0.648258245898543
B cells,p3t2:bcGCGE,tumor,tB,1790,7.20670391061452,-10.4230318254885,-0.281767047358809
B cells,p1t1:bcGQTM,tumor,tB,1700,8.82352941176471,-10.5192833132205,0.0580347409712694
B cells,p6t1:bcHRHU,tumor,tB,1353,8.94308943089431,-9.98965360588405,-1.15501812787181
B cells,p6t1:bcFXSP,tumor,tB,1846,8.72156013001083,-10.66881658501,-1.34536547155505
B cells,p3t2:bcIEMR,tumor,tB,2915,9.26243567753002,-9.84206964439724,-1.01314637751704
B cells,p3t1:bcIBNI,tumor,tB,2068,8.84912959381045,-10.4315576738772,-1.35032371373302
B cells,p3t1:bcGCWW,tumor,tB,2153,9.98606595448212,-10.5114879793582,0.121713482426348
B cells,p1t3:bcHPCQ,tumor,tB,2005,2.9426433915212,-9.93537713951443,-1.45529816241389
B cells,p3t3:bcCWML,tumor,tB,3041,9.63498849062808,-10.0836591906009,-0.480970061732588
B cells,p3t2:bcBFKS,tumor,tB,1605,7.85046728971963,-10.2958603090701,0.233631097363176
B cells,p3t2:bcFUOW,tumor,tB,1925,7.94805194805195,-10.6085653490481,-0.649188078357039
B cells,p3t3:bcCACP,tumor,tB,1451,7.78773259820813,-10.4847097582278,0.0505221715437791
B cells,p3t3:bcDXBI,tumor,tB,1795,6.4066852367688,-10.2799797243533,-0.132979548884688
B cells,p5t2:bcHKOE,tumor,tB,1110,6.66666666666667,-10.8620014376101,-0.919512785388289
B cells,p1b3:bcAFPB,healthy,bB cells,1501,7.12858094603597,-10.3267698473391,0.490334235714617
B cells,p3t1:bcHEWO,tumor,tB,1550,9.61290322580645,-10.2634763903079,-1.39256630034572
B cells,p3t1:bcATAL,tumor,tB,1689,8.82178804026051,-10.3593836016116,0.223778449581804
B cells,p3t2:bcGSUK,tumor,tB,1124,8.45195729537367,-10.0288438982425,-0.95674512477046
B cells,p3t3:bcFKHS,tumor,tB,1962,9.42915392456677,-10.2646513170657,-1.35980323643809
B cells,p3t3:bcIIYE,tumor,tB,2582,5.7707203718048,-9.65159036583279,-1.00137297005778
B cells,p3t3:bcFTFK,tumor,tB,1686,9.6085409252669,-10.4966058916507,-0.489759720279036
B cells,p3t2:bcHGKK,tumor,tB,1183,6.33981403212172,-10.4993801302371,-0.015798605395613
B cells,p3t2:bcABAA,tumor,tB,1342,6.78092399403875,-10.1384954637942,-0.262053287936507
B cells,p3t3:bcDVWS,tumor,tB,1344,4.53869047619048,-10.4979219622073,0.156570278690996
B cells,p3t3:bcDSLQ,tumor,tB,1572,7.82442748091603,-10.3575153536258,-0.000715292407331702
B cells,p5t2:bcHGBM,tumor,tB,1192,9.98322147651007,-10.2334547228274,0.555094682263079
B cells,p3t2:bcHCOM,tumor,tB,1719,5.11925538103549,-10.2228431887088,0.0971718659865282
B cells,p3t3:bcIHUK,tumor,tB,2029,9.41350418925579,-9.93712140983913,-1.02863470406657
B cells,p5t1:bcHAIZ,tumor,tB,1040,5.57692307692308,-10.187618274158,0.487256490276995
B cells,p3t1:bcFJCC,tumor,tB,1588,7.80856423173804,-10.8240289873538,-1.01623783202296
B cells,p3t2:bcFVPP,tumor,tB,1392,7.61494252873563,-10.806324977344,-1.23890564532405
B cells,p3t2:bcGHEK,tumor,tB,2143,7.23285114325712,-10.4893036074099,-0.130655444575606
B cells,p3t1:bcBXCW,tumor,tB,1625,9.96923076923077,-10.2763996309695,-1.16012439818507
B cells,p3t3:bcDAUT,tumor,tB,1487,9.34767989240081,-10.2409668154177,-0.0338797935975173
B cells,p3t1:bcEDPT,tumor,tB,1916,9.8643006263048,-10.5198717302737,-0.381203926516829
B cells,p6b1:bcBEVC,healthy,bB cells,2068,9.38104448742747,-10.2071333116946,0.52619548945302
B cells,p3t2:bcAVEI,tumor,tB,1572,8.14249363867685,-10.7040577120242,-1.01412091345912
B cells,p1t2:bcFIYH,tumor,tB,2108,6.83111954459203,-10.2898874468264,-0.283633507205305
B cells,p3t2:bcEIAV,tumor,tB,1861,9.1886082751209,-10.7824459261355,-1.08422747941142
B cells,p3t3:bcEUDI,tumor,tB,1661,8.48886213124624,-10.1071605867801,-1.09923902840739
B cells,p2t1:bcCQAH,tumor,tB,2420,6.44628099173554,-10.097602862781,0.205509864376726
B cells,p3t1:bcEFSQ,tumor,tB,1029,8.94071914480078,-10.135821361011,-0.723444975329695
B cells,p3t3:bcDRJY,tumor,tB,1583,9.28616550852811,-10.3578167147097,-0.0825755962861159
B cells,p3t3:bcHIOZ,tumor,tB,1280,8.828125,-9.84547044700954,-0.796804941607771
B cells,p3t2:bcHLQW,tumor,tB,1481,5.46927751519244,-10.4817190355716,0.191774689243974
B cells,p3t1:bcBMMF,tumor,tB,2221,9.68032417829806,-10.4642248339114,-0.618529833270369
B cells,p3t1:bcGLGE,tumor,tB,1675,9.73134328358209,-10.4631481356082,-0.967604435397444
B cells,p3t1:bcDJHX,tumor,tB,2141,8.31387202241943,-10.6607351488528,-1.42904753179675
B cells,p3t1:bcHUZK,tumor,tB,1322,8.92586989409985,-10.2554989046511,-0.336442626429854
B cells,p3t1:bcFCKP,tumor,tB,1874,9.28495197438634,-10.7345276064334,-1.09193435998088
B cells,p3t2:bcFXKC,tumor,tB,1855,9.21832884097035,-10.2386913484988,-1.36059937567836
B cells,p3t2:bcHVRD,tumor,tB,1984,9.92943548387097,-10.7862177080569,-0.999825991107283
B cells,p3t3:bcHMJZ,tumor,tB,2870,8.01393728222996,-10.6129713243899,-0.543455041362105
B cells,p6t2:bcEHWW,tumor,tB,1408,8.23863636363636,-10.2336549944339,-1.4900159308446
B cells,p3t2:bcBZCA,tumor,tB,1331,7.88880540946657,-10.5111465639529,-1.70458807737952
B cells,p3t2:bcADSY,tumor,tB,1726,9.21205098493627,-9.98421956962917,-1.33489302487498
B cells,p3t2:bcEOUN,tumor,tB,1368,8.18713450292398,-10.1802902407107,-0.00172702164774918
B cells,p4t1:bcHXBB,tumor,tB,1556,8.03341902313625,-10.1168804354129,-1.19729635806209
B cells,p1t3:bcEDGZ,tumor,tB,2368,6.71452702702703,-10.4503765291629,-0.568259991122542
B cells,p3t3:bcIJLG,tumor,tB,2016,7.73809523809524,-10.1796961016116,-1.42808458895808
B cells,p3t1:bcBWVU,tumor,tB,1408,9.73011363636364,-10.1962261385379,-0.796919144107161
B cells,p3t2:bcHULC,tumor,tB,2287,7.12724092697857,-9.85156251854275,-1.16065750212794
B cells,p3t2:bcBEBL,tumor,tB,1688,6.45734597156398,-10.5532922930178,-0.26996044011241
B cells,p3t2:bcHELQ,tumor,tB,1093,7.95974382433669,-10.349896449512,0.0359487166869066
B cells,p3t1:bcCAUO,tumor,tB,2019,8.61812778603269,-10.5621080583987,-0.982726968241987
B cells,p3t3:bcCSVM,tumor,tB,1291,9.21766072811774,-10.5569381899295,-0.495829380465803
B cells,p3t1:bcDPSA,tumor,tB,1519,8.95325872284398,-10.3675737566409,-1.14970103592998
B cells,p1t1:bcDJZX,tumor,tB,1034,5.31914893617021,-10.6460199541507,-0.331856049014387
B cells,p3t1:bcGLCK,tumor,tB,2624,9.48932926829268,-10.7920732683596,-1.17463950009471
B cells,p3t2:bcFABY,tumor,tB,1769,8.47936687394008,-10.3948173708377,0.320850812481584
B cells,p3t2:bcFSXC,tumor,tB,2695,9.72170686456401,-10.2662019915042,-0.9324903258813
B cells,p1t3:bcBBLE,tumor,tB,2728,6.70821114369502,-10.8227176851687,-0.330483711673079
B cells,p6t1:bcGXWU,tumor,tB,2096,4.72328244274809,-9.95753671593044,-1.41757211775905
B cells,p3t1:bcHTBW,tumor,tB,1483,9.97977073499663,-10.6018161959109,-1.56885471136695
B cells,p3t3:bcFWUI,tumor,tB,2029,7.14637752587482,-9.80929758018825,-1.08680120797282
B cells,p1t1:bcFVSC,tumor,tB,1119,9.6514745308311,-10.8016529268679,-0.616789258433638
B cells,p3t2:bcEJXY,tumor,tB,1217,7.39523418241578,-10.0125856584964,-0.675243414355574
B cells,p3t3:bcHVTY,tumor,tB,2114,5.4872280037843,-10.1806602663455,-0.970027781440077
B cells,p3t2:bcGVAL,tumor,tB,2027,9.47212629501727,-10.4573106951175,0.144660436199846
B cells,p1t2:bcHXVF,tumor,tB,1709,8.60152135751902,-10.2961673922,0.487746678875627
B cells,p3t3:bcHDGI,tumor,tB,1634,9.60832313341493,-10.6899700350222,-0.83275375456935
B cells,p3t2:bcIGHA,tumor,tB,2234,8.59444941808416,-10.3632431215701,-0.878307856036482
B cells,p3t3:bcIIYY,tumor,tB,1564,0.319693094629156,-3.25111581749294,9.01811381487721
B cells,p3t3:bcCVEE,tumor,tB,1401,8.92219842969308,-10.6770773119387,-0.99365416855937
B cells,p3t2:bcHXUW,tumor,tB,3081,7.69230769230769,-9.91714860863064,-0.873598195029555
B cells,p1t1:bcFGNX,tumor,tB,1698,6.41931684334511,-9.75113775200222,-1.03442934842235
B cells,p6t1:bcHXKQ,tumor,tB,1448,6.83701657458564,-10.5732994265017,-1.02347109408504
B cells,p3t1:bcBTBA,tumor,tB,1900,7.1578947368421,-10.5082788652835,-0.182937777949629
B cells,p3t2:bcBOID,tumor,tB,1355,9.96309963099631,-10.0391121096072,-1.37406951875812
B cells,p3t2:bcGTZP,tumor,tB,1388,9.43804034582133,-10.4130706972537,-0.0589883694184401
B cells,p3t2:bcGPMT,tumor,tB,1122,6.86274509803922,-10.3588628954348,-0.882344461394606
B cells,p3t2:bcDZTZ,tumor,tB,1484,8.55795148247979,-10.0385255999026,-1.23447082133418
B cells,p3t3:bcHKOG,tumor,tB,1918,8.6548488008342,-10.6266899294314,-0.288631356669722
B cells,p3t2:bcFNQW,tumor,tB,1104,8.42391304347826,-10.4641246981082,0.13321658282155
B cells,p3t2:bcAGBS,tumor,tB,1561,7.55925688661115,-10.5707740969119,-0.555960095835982
B cells,p1b2:bcDCKG,healthy,bB cells,2318,7.67903364969801,-10.2259283251223,0.589135371731462
B cells,p3t3:bcBSYF,tumor,tB,1099,7.64331210191083,-10.5133819765506,0.0879462590681932
B cells,p3t2:bcHZNP,tumor,tB,1305,8.12260536398467,-10.3989944643435,-0.529454029513655
B cells,p3t2:bcBLVI,tumor,tB,2061,5.87093643862203,-10.0705928987918,-0.734389222575484
B cells,p3t2:bcFLPT,tumor,tB,1373,7.7931536780772,-10.5858707613406,-1.33579102845317
B cells,p6t1:bcFZPC,tumor,tB,1327,9.64581763376036,-10.1066141313968,0.0563253989684007
B cells,p6t2:bcBNQD,tumor,tB,1847,7.03844071467244,-10.4189529604373,-1.53131578059321
B cells,p3t2:bcHGRI,tumor,tB,2027,8.92945239269857,-10.5892009920535,-0.333301938487349
B cells,p3t2:bcHEOG,tumor,tB,1398,9.44206008583691,-10.6990013307986,-0.668055213404951
B cells,p3t3:bcFPFA,tumor,tB,1445,9.34256055363322,-10.1958580202517,-0.00491706223612809
B cells,p3t2:bcBGWZ,tumor,tB,1763,5.27509926262053,-10.0239706224856,-1.17710540385371
B cells,p3t2:bcEKZH,tumor,tB,1310,7.63358778625954,-10.3378601259646,-1.02927008957988
B cells,p3t3:bcEPKD,tumor,tB,1103,9.51949229374433,-10.3976507372317,-0.0786006817353346
B cells,p3t2:bcASPY,tumor,tB,1628,9.21375921375921,-9.89274503654812,-1.02370897622233
B cells,p3t3:bcHTPY,tumor,tB,1923,7.90431617264691,-10.3353538698611,-1.13596127123958
B cells,p5t2:bcDWNE,tumor,tB,1248,7.37179487179487,-10.6162615007815,0.261821471737566
B cells,p3t2:bcGNTP,tumor,tB,1911,7.32600732600733,-10.3713140673098,-1.23460040183192
B cells,p3t3:bcCAKR,tumor,tB,1958,8.17160367722165,-10.0847425646243,-1.0450733670724
B cells,p5t2:bcGSNZ,tumor,tB,1068,4.7752808988764,-10.7717733568606,-0.295338071299849
B cells,p3t2:bcFEEC,tumor,tB,2498,8.52682145716573,-10.5396804994998,-1.34348384232646
B cells,p3t3:bcEHLX,tumor,tB,3643,9.93686522097173,-10.7103290743289,-1.35728264541751
B cells,p3t1:bcFMIL,tumor,tB,1499,6.80453635757171,-10.3003435320315,-1.38465816469317
B cells,p3t2:bcFLWE,tumor,tB,1722,7.20092915214867,-10.6272697634158,-0.2330553898347
B cells,p3t3:bcGYPE,tumor,tB,1135,8.72246696035242,-10.0840645021853,-1.37269101233607
B cells,p3t2:bcFYCG,tumor,tB,1634,6.67074663402693,-9.9714908785281,-1.01966420502788
B cells,p6t1:bcGPGC,tumor,tB,1093,9.24062214089662,-10.0757932848391,0.0852088561522386
B cells,p3t2:bcAVEY,tumor,tB,2055,7.34793187347932,-10.5369310564456,-0.0965601572526076
B cells,p3t3:bcFFTG,tumor,tB,2033,6.64043285784555,-10.1964082903323,-0.0897958645356276
B cells,p3t1:bcHKLR,tumor,tB,1369,9.64207450693937,-10.3437271303592,0.0504864087569139
B cells,p3t2:bcGKXO,tumor,tB,2203,8.80617339990921,-10.5301723665652,-0.574554003192244
B cells,p3t2:bcCXDZ,tumor,tB,1151,7.73240660295395,-10.378702182239,0.110809766339006
B cells,p3t3:bcCRXW,tumor,tB,1708,8.25526932084309,-10.2107086367068,0.0494422545897386
B cells,p3t3:bcHWOR,tumor,tB,2179,7.89352914180817,-10.4422769731936,-0.512751377536116
B cells,p5t2:bcCNND,tumor,tB,1172,9.1296928327645,-10.3714504427371,0.0839806428419969
B cells,p6t1:bcGYJL,tumor,tB,1168,8.56164383561644,-10.4450617021975,0.302092038677873
B cells,p3t2:bcIGSF,tumor,tB,2465,9.04665314401623,-10.0871124453006,-1.30112919898158
B cells,p3t2:bcGIBA,tumor,tB,1309,8.32696715049656,-10.2996912187991,-0.00674990506297135
B cells,p6t1:bcGHKM,tumor,tB,1878,6.01703940362087,-10.5711832231936,-1.3386054703725
B cells,p3t3:bcBHFM,tumor,tB,1287,9.63480963480964,-10.4026203340945,0.250125133084001
B cells,p3t1:bcFKHM,tumor,tB,1470,8.70748299319728,-10.366142291492,-1.03842095227366
B cells,p3t2:bcEKPT,tumor,tB,1239,8.31315577078289,-10.3928346819339,0.000106417225541833
B cells,p3t1:bcAIAY,tumor,tB,1279,8.13135261923378,-10.7130155748782,-1.42772883863574
B cells,p3t2:bcHAZX,tumor,tB,1097,7.2926162260711,-10.7722168154177,-0.794841087771712
B cells,p3t3:bcGEAH,tumor,tB,1342,8.04769001490313,-10.4125709719119,-0.96166125626689
B cells,p3t2:bcHYQN,tumor,tB,1413,6.93559801840057,-10.7407417482791,-1.48633710236674
B cells,p5t2:bcHYUV,tumor,tB,1208,7.20198675496689,-9.98023988670681,-1.41711125464564
B cells,p3t2:bcEFUZ,tumor,tB,1521,7.95529257067719,-10.5032463259158,-0.367718614054976
B cells,p1t4:bcEEAB,tumor,tB,1033,5.51790900290416,-10.7342987245974,0.0441418519484422
B cells,p3t2:bcGKXQ,tumor,tB,2130,9.57746478873239,-10.4566745943484,-1.66640905232554
B cells,p3t1:bcFHWN,tumor,tB,1605,8.47352024922118,-10.6466970629153,-1.56477159948474
B cells,p1t1:bcGMME,tumor,tB,1081,9.80573543015726,-10.6794071382937,-0.0185966858399489
B cells,p5t2:bcGCHW,tumor,tB,1223,7.76778413736713,-10.188498515552,-0.260420955134688
B cells,p3t1:bcCPAW,tumor,tB,1299,8.54503464203233,-10.3914432711062,-0.750073708010969
B cells,p3t1:bcHMTZ,tumor,tB,1980,7.17171717171717,-10.6131754106936,-0.188315785838423
B cells,p3t3:bcDKNZ,tumor,tB,1542,6.2905317769131,-9.95542146629665,-0.961721337748823
B cells,p3t1:bcGWUK,tumor,tB,1551,8.31721470019342,-10.1060285753665,-0.96443841548091
B cells,p1t4:bcEXRK,tumor,tB,9624,9.92310889443059,-1.46789528793667,-11.2923691639436
B cells,p5t2:bcHXVT,tumor,tB,1494,9.70548862115127,-10.7622232622561,-0.00625482888346696
B cells,p2b1:bcFYWR,healthy,bB cells,1245,8.35341365461848,-10.2589788622317,0.535912953900041
B cells,p3t3:bcDDKN,tumor,tB,1367,7.16898317483541,-9.84433175987575,-1.09118334145671
B cells,p3t3:bcCPMX,tumor,tB,1182,6.85279187817259,-10.0402660555301,-0.874821639968214
B cells,p5t2:bcAFQR,tumor,tB,1433,3.83810188415911,-10.5988483614383,-0.525744832469282
B cells,p4t2:bcEBKM,tumor,tB,1963,7.84513499745288,-10.0956239885745,-0.0399587521088698
B cells,p3t2:bcCOOP,tumor,tB,1641,8.16575258988422,-10.1689987368045,-0.176341927958784
B cells,p3t1:bcGCZZ,tumor,tB,1879,7.45077168706759,-10.2176370806155,-1.32820183725482
B cells,p3t1:bcHVDQ,tumor,tB,1615,7.24458204334365,-10.002053279346,-0.893302834941206
B cells,p4t2:bcFQHW,tumor,tB,1578,9.94930291508238,-10.4589119142947,-1.14482549519664
B cells,p3t3:bcHFER,tumor,tB,1819,9.84057174271578,-10.2965583986697,-0.645540154887495
B cells,p5t2:bcGJFP,tumor,tB,1205,9.04564315352697,-10.4985466188845,-1.1139997014535
B cells,p3t2:bcEOUE,tumor,tB,1559,8.85182809493265,-10.4583940691409,0.24237128405446
B cells,p3t3:bcFPGD,tumor,tB,1915,8.72062663185379,-10.0519924349246,-0.171141065074263
B cells,p5t2:bcELZQ,tumor,tB,1141,9.29009640666082,-10.1213855928836,-1.5092229017747
B cells,p3t2:bcDICI,tumor,tB,1702,9.51821386603995,-10.0146532244143,-0.328122056437788
B cells,p3t3:bcFCNJ,tumor,tB,1331,6.61157024793388,-10.2705097383914,-0.12660197110301
B cells,p3t3:bcEDRI,tumor,tB,1403,8.62437633642195,-10.0153980440554,-1.39982239098674
B cells,p5t2:bcHJZE,tumor,tB,1475,9.15254237288135,-10.1374721712527,-0.310643828822432
B cells,p3t1:bcCBJL,tumor,tB,1330,8.7218045112782,-10.2934408373294,-1.1553690204156
B cells,p3t1:bcGVHR,tumor,tB,2115,7.99054373522459,-10.0596485323367,-1.44878674240237
B cells,p3t2:bcEAYL,tumor,tB,3316,5.75995174909529,-10.3514528459964,-1.46561754436618
B cells,p3t3:bcGLDX,tumor,tB,1998,8.25825825825826,-10.1465196794925,-1.42993021698123
B cells,p3t1:bcFZNS,tumor,tB,1168,7.4486301369863,-10.0812874025759,0.233464442776384
B cells,p1b1:bcGRRT,healthy,bB cells,2662,6.79939894815928,-10.1670723146853,0.658137046383562
B cells,p4t1:bcIAWH,tumor,tB,1495,9.16387959866221,-9.74945737785671,-0.920095897628126
B cells,p2b1:bcAPII,healthy,bB cells,2025,5.82716049382716,-10.2648706621585,0.495809041546526
B cells,p1t4:bcAOBM,tumor,tB,2069,5.12324794586757,-10.5394582933841,0.141387902783098
B cells,p5t2:bcHVDV,tumor,tB,1141,9.90359333917616,-9.72893239921902,-0.912184751941023
B cells,p3t2:bcBCYA,tumor,tB,1920,8.02083333333333,-10.5766449160037,-1.67197867424613
B cells,p5t2:bcGZSS,tumor,tB,1315,9.80988593155894,-10.589678782886,-0.612778581095991
B cells,p3t3:bcEEGE,tumor,tB,2053,7.59863614223088,-10.5568552202639,-1.00362095923549
B cells,p3t2:bcFNOM,tumor,tB,1076,9.94423791821561,-10.5753870195803,-0.965397275401411
B cells,p3t1:bcHUQU,tumor,tB,1966,7.73143438453713,-10.3751783556399,0.238956414745989
B cells,p3t1:bcCPZB,tumor,tB,1579,7.09309689677011,-10.7828912920413,-1.36768228502399
B cells,p3t3:bcDNAF,tumor,tB,2219,9.64398377647589,-10.2957325167117,0.0632556310164354
B cells,p3t3:bcIANW,tumor,tB,2130,7.65258215962441,-10.1245212740359,-1.34435052366382
B cells,p2b1:bcAUTL,healthy,bB cells,2838,9.58421423537703,-10.1677408403811,0.65591117052907
B cells,p1t2:bcHULK,tumor,tB,1251,9.51239008792966,-10.742848414844,-0.499822653247176
B cells,p3t1:bcGHAQ,tumor,tB,1197,8.60484544695071,-10.4255161470828,-0.498838938189802
B cells,p3t1:bcHRDE,tumor,tB,1937,7.48580278781621,-10.3887882418093,-0.899517334414778
B cells,p3t3:bcAUJP,tumor,tB,2044,8.80626223091977,-10.8226995653567,-1.18160549492961
B cells,p3t3:bcIIAC,tumor,tB,3172,6.02143757881463,-10.3545646852908,-1.41128126473552
B cells,p3t2:bcABII,tumor,tB,1054,9.20303605313093,-9.94002439445827,-1.12782499880916
B cells,p3t1:bcGJUO,tumor,tB,1947,9.96404725218284,-10.1122064775882,-1.36748323531276
B cells,p3t2:bcGUMB,tumor,tB,1587,9.57781978575929,-10.1101350969729,-1.30953616590625
B cells,p3t2:bcIDGY,tumor,tB,1740,6.37931034482759,-10.4757166094241,-0.214340842677412
B cells,p3t3:bcCMQG,tumor,tB,1177,8.15632965165676,-10.5140810198245,-0.982500112963972
B cells,p3t1:bcEDFD,tumor,tB,1372,5.61224489795918,-10.7308330721316,-1.25509355158931
B cells,p2b1:bcIENM,healthy,bB cells,1870,6.36363636363636,-10.2067508882937,0.59903427271718
B cells,p3t1:bcBGPP,tumor,tB,1164,9.62199312714777,-10.6184225267825,-0.610890186740217
B cells,p3t1:bcIBVG,tumor,tB,1683,9.20974450386215,-10.8725977129397,-1.04094246716624
B cells,p6t1:bcFAJO,tumor,tB,1440,7.56944444444444,-10.754549045032,-0.321233786059675
B cells,p3t3:bcDZWU,tumor,tB,1438,8.8317107093185,-10.482127208179,0.11987384467
B cells,p3t1:bcIEVQ,tumor,tB,1940,6.85567010309278,-10.5222349352298,-1.0880056390298
B cells,p3t1:bcCGDL,tumor,tB,2056,9.19260700389105,-10.4336843676028,-0.838259614421187
B cells,p7t2:bcIBDS,tumor,tB,1181,8.21337849280271,-10.3564949221072,0.16567679552907
B cells,p3t2:bcAUTQ,tumor,tB,1801,8.10660744031094,-10.3857479280886,-1.29062513203746
B cells,p3t2:bcGKAE,tumor,tB,1392,7.18390804597701,-10.1567726320681,-1.00699499936229
B cells,p3t3:bcIAFR,tumor,tB,1703,7.57486788021139,-10.4418783373294,0.0200203290449998
B cells,p3t2:bcBBTC,tumor,tB,1952,9.78483606557377,-10.3104801363406,-0.303411878062544
B cells,p3t2:bcEPKZ,tumor,tB,2234,7.11727842435094,-10.6802034563479,-0.310627854777632
B cells,p5t2:bcAKMX,tumor,tB,1014,9.46745562130178,-10.779526729053,-0.994318998767195
